"species","spnumber","star","pref"
"Hydrangea involucrata Siebold var. involucrata",11206,"BU","Izu"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Izu"
"Thelypteris acuminata (Houtt.) C. V. Morton",3748,"GN","Izu"
"Parnassia palustris L.",11056,"GN","Izu"
"Damnacanthus indicus Gaertn. f.",4823,"GN","Izu"
"Illicium anisatum L.",10259,"BU","Izu"
"Lonicera japonica Thunb. ex Murray",5231,"GN","Izu"
"Mitchella undulata Sieb. et Zucc.",4830,"GN","Izu"
"Ardisia crenata Sims",4533,"GN","Izu"
"Indigofera pseudotinctoria Matsum.",11687,"GN","Izu"
"Vitex rotundifolia L. f.",4896,"GN","Izu"
"Acalypha australis L.",5291,"GN","Izu"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Izu"
"Rhus javanica L.",5372,"GN","Izu"
"Rapanaea neriifolia (Sieb. et Zucc.) Mez",4539,"GN","Izu"
"Ixeris repens (L.) A. Gray",4036,"GN","Izu"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Izu"
"Crepidiastrum platyphyllum (Franch. et Sav.) Kitam.",4032,"GD","Izu"
"Hedyotis strigulosa Bartl. ex DC.",4806,"GN","Izu"
"Korthalsella japonica (Thunb.Engl.)",9895,"GN","Izu"
"Ternstroemia gymnanthera (Wight et Arn.) Bedd.",10727,"GN","Izu"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Izu"
"Rubus microphyllus L.f.",11420,"GN","Izu"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Izu"
"Cryptotaenia japonica Hassk.",5765,"GN","Izu"
"Gnaphalium japonicum Thunb.",4271,"GN","Izu"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Izu"
"Glehnia littoralis F. Schmidt",5783,"GN","Izu"
"Zanthoxylum schinifolium Sieb. et Zucc.",5343,"GN","Izu"
"Viburnum dilatatum Thunb. ex Murray",5219,"GN","Izu"
"Dicranopteris linearis (Burm. f.) Underw.",3341,"GN","Izu"
"Celastrus orbiculatus Thunb.",3188,"GN","Izu"
"Akebia trifoliata (Thunb.) Koidz.",10580,"GN","Izu"
"Polystichum tripteron (Kunze) C. Presl",3556,"GN","Izu"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Izu"
"Eurya japonica Thunb.",10738,"GN","Izu"
"Lophatherum gracile Brongn.",29531,"GN","Izu"
"Myrica rubra Siebold et Zucc.",9574,"GN","Izu"
"Sanicula chinensis Bunge",5760,"GN","Izu"
"Elaeagnus macrophylla Thunb.",5555,"GN","Izu"
"Blechnum niponicum (Kunze) Makino",3531,"GN","Izu"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Izu"
"Podocarpus nagi (Thunb.) Zoll. et Moritz ex Zoll.",4001,"GN","Izu"
"Pueraria lobata (Willd.) Ohwi",11792,"GN","Izu"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Izu"
"Callicarpa japonica Thunb. var. luxurians",458,"BU","Izu"
"Geranium nepalense Sweet",11856,"GN","Izu"
"Stephanandra incisa (Thunb.) Siebold et Zucc. ex Zabel var. incisa",11254,"GN","Izu"
"Osmunda japonica Thunb.",3329,"GN","Izu"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Izu"
"Anodendron affine (Hook. et Arn.) Drude",4695,"GN","Izu"
"Ilex rotunda Thunb.",5414,"GN","Izu"
"Ficus nipponica Franch. et Sav.",9777,"GN","Izu"
"Tripterospermum japonicum (Sieb. et Zucc.) Maxim.",4682,"GN","Izu"
"Wedelia prostrata Hemsl.",3146,"GN","Izu"
"Plantago asiatica L.",5144,"GN","Izu"
"Eclipta prostrata (L.) L.",4096,"GN","Izu"
"Piper kadsura (Choisy) Ohwi",10617,"GN","Izu"
"Ilex integra Thunb.",5415,"GN","Izu"
"Camellia japonica L.",10714,"GN","Izu"
"Hedera rhombea (Miq.) Bean",5740,"GN","Izu"
"Pittosporum tobira (Thunb.) W.T.Aiton",11238,"GN","Izu"
"Diplazium subsinuatum (N. Wall. ex Hook. et Grev.) Tagawa",3863,"GN","Izu"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Izu"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Izu"
"Peucedanum japonicum Thunb.",3249,"GN","Izu"
"Caesalpinia decapetala (Roth) Alston",11581,"GN","Izu"
"Pennisetum alopecuroides (L.) Spreng.",29565,"GN","Izu"
"Vaccinium bracteatum Thunb.",4503,"GN","Izu"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Izu"
"Eriocaulon zyotanii Satake",24870,"BK","Izu"
"Smilax china L.",29794,"GN","Izu"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Izu"
"Castanopsis cuspidata (Thunb.) Schotlky",9755,"GN","Izu"
"Paederia foetida L.",4835,"GN","Izu"
"Adenostemma j R. Forst. et G. Forst.",4293,"GN","Izu"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Izu"
"Elaeagnus umbellata Thunb.",3200,"GN","Izu"
"Macleaya cordata (Willd.) R. Br.",10805,"GN","Izu"
"Cleyera japonica Thunb. var. japonica",10731,"GN","Izu"
"Deutzia scabra Thunb. var. scabra",11195,"BU","Izu"
"Agrimonia pilosa Ledeb.",11492,"GN","Izu"
"Woodwardia orientalis Sw.",3537,"GN","Izu"
"Farfugium japonicum (L.) Kitam.",4106,"GN","Izu"
"Polygala japonica Houtt.",5362,"GN","Izu"
"Lysimachia japonica Thunb.",4553,"GN","Izu"
"Ficus erecta Thunb.",9780,"GN","Izu"
"Aralia elata (Miq.) Seem.",5738,"GN","Izu"
"Cladium mariscus subsp. mariscus",21441,"GN","Izu"
"Stachyurus praecox Sieb. et Zucc. var. matsuzakii Nakai",717,"BU","Izu"
"Elaeagnus glabra Thunb.",5554,"GN","Izu"
"Zanthoxylum ailanthoides Sieb. et Zucc.",3177,"GN","Izu"
"Elaeocarpus sylvestris (Lour.) Poir.",5493,"GN","Izu"
"Drosera rotundifolia L.",10961,"GN","Izu"
"Leibnitzia anandria (L.) Turcz.",4392,"GN","Izu"
"Nephrolepis cordifolia (L.) C. Presl",3424,"GN","Izu"
"Aster scaber Thunb.",4175,"GN","Izu"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Izu"
"Thalictrum minus L. var. hypoleucum (Siebold et Zucc.) Miq.",10543,"GN","Izu"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Izu"
"Lysimachia mauritiana Lam.",4550,"GN","Izu"
"Celtis sinensis Pers.",9767,"GN","Izu"
"Canavalia lineata (Thunb.) DC.",11791,"GN","Izu"
"Ampelopsis glandulosa (Wall.) Momiy. var. hancei",682,"GN","Izu"
"Houttuynia cordata Thunb.",10614,"GN","Izu"
"Cyrtomium falcatum (L. f.) C. Presl",3553,"GN","Izu"
"Centella asiatica (L.) Urb.",5759,"GN","Izu"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Izu"
"Alpinia intermedia Gagnep.",26741,"GN","Izu"
"Fatsia japonica (Thunb.) Decne. et Planch.",3228,"GN","Izu"
"Smilax sieboldii Miq.",30389,"GN","Izu"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Izu"
"Cinnamomum yabunikkei H. Ohba",10274,"GN","Izu"
"Gleichenia japonica Spreng.",3342,"GN","Izu"
"Aletris spicata",30113,"GN","Izu"
"Sedum uniflorum Hook., et Arn. subsp. oryzifolium (Makino) H. Ohba",11029,"GN","Izu"
"Ajuga decumbens Thunb.",4925,"GN","Izu"
"Hylodesmum podocarpum (DC.) H.Ohashi et R.R.Mill var. oxyphyllum (DC.) H.Ohashi et R.R.Mill",11743,"GN","Izu"
"Crinum asiaticum var. japonicum Baker",26369,"GN","Izu"
"Gardneria nutans Sieb. et Zucc.",4650,"BU","Izu"
"Limonium wrightii (Hance) O. Kuntze",4582,"GD","Izu"
"Rumex japonicus Houtt.",9910,"GN","Izu"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Izu"
"Microtropis japonica (Franch. et Sav.) Hallier f.",5447,"GN","Izu"
"Sphenomeris chinensis (L.) Maxon",3405,"GN","Izu"
"Sigesbeckia orientalis L.",3145,"GN","Izu"
"Euphorbia jolkinii Boiss.",5318,"GN","Izu"
"Lathyrus japonicus Willd.",11632,"GN","Izu"
"Daphniphyllum macropodum Miq.",3176,"GN","Izu"
"Imperata cylindrica (L.) Raeusch.",29511,"GN","Izu"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Izu"
"Cocculus trilobus (Thunb.) DC.",10592,"GN","Izu"
"Youngia japonica (L.) DC.",4062,"GN","Izu"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Izu"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Izu"
"Phryma leptostachya L. var. oblongifolia Koidz.",499,"GN","Izu"
"Centipeda minima (L.) A. Br. et Asch.",4204,"GN","Izu"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Nagasaki"
"Daphne kiusiana Miq.",5539,"GN","Nagasaki"
"Houttuynia cordata Thunb.",10614,"GN","Nagasaki"
"Camellia japonica L.",10714,"GN","Nagasaki"
"Xanthium strumarium L.",4077,"GN","Nagasaki"
"Pourthiaea villosa (Thunb.) Decne. var. villosa",11300,"GN","Nagasaki"
"Piper kadsura (Choisy) Ohwi",10617,"GN","Nagasaki"
"Celtis sinensis Pers.",9767,"GN","Nagasaki"
"Litsea acuminata (Blume) Sa. Kurata",10293,"GN","Nagasaki"
"Angelica japonica A. GrayA. Gray",3247,"GN","Nagasaki"
"Vicia unijuga A.Braun",11620,"GN","Nagasaki"
"Rapanaea neriifolia (Sieb. et Zucc.) Mez",4539,"GN","Nagasaki"
"Uncaria rhynchophylla (Miq.) Miq.",4784,"GN","Nagasaki"
"Euonymus alatus (Thunb.) Sieb.",3186,"GN","Nagasaki"
"Lobelia chinensis Lour.",5208,"GN","Nagasaki"
"Ainsliaea apiculata Sch.-Bip.",3160,"GN","Nagasaki"
"Sanguisorba officinalis L.",11499,"GN","Nagasaki"
"Panax pseudoginseng Wall. var. japonicus",752,"GN","Nagasaki"
"Rhus javanica L.",5372,"GN","Nagasaki"
"Dicranopteris linearis (Burm. f.) Underw.",3341,"GN","Nagasaki"
"Fatsia japonica (Thunb.) Decne. et Planch.",3228,"GN","Nagasaki"
"Orixa japonica Thunb.",5337,"GN","Nagasaki"
"Polystichum tripteron (Kunze) C. Presl",3556,"GN","Nagasaki"
"Elaeagnus macrophylla Thunb.",5555,"GN","Nagasaki"
"Quercus serrata Murray",9727,"GN","Nagasaki"
"Ardisia japonica (Thunb.) Bl.",4535,"GN","Nagasaki"
"Lathyrus japonicus Willd.",11632,"GN","Nagasaki"
"Aster scaber Thunb.",4175,"GN","Nagasaki"
"Peucedanum japonicum Thunb.",3249,"GN","Nagasaki"
"Viburnum erosum Thunb. ex Murray",5217,"GN","Nagasaki"
"Wisteria floribunda (Willd.) DC.",11647,"BU","Nagasaki"
"Actinidia rufa (Siebold et Zucc.) Planch, Miq.",10707,"BU","Nagasaki"
"Quercus acutissima Carruth.",9721,"GN","Nagasaki"
"Eurya japonica Thunb.",10738,"GN","Nagasaki"
"Eurya emarginata (Thunb.) Makino",10736,"GN","Nagasaki"
"Celastrus orbiculatus Thunb.",3188,"GN","Nagasaki"
"Kadsura japonica (L.) Dunal",10258,"BU","Nagasaki"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Nagasaki"
"Litsea coreana H.Lev.",10295,"GN","Nagasaki"
"Elaeagnus pungens Thunb.",5553,"GN","Nagasaki"
"Premna microphylla Turcz.",4897,"GN","Nagasaki"
"Ligustrum japonicum Thunb.",4636,"GN","Nagasaki"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Nagasaki"
"Tetradium glabrifolium (Benth.) T. G. Hartley",5333,"GN","Nagasaki"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Nagasaki"
"Aria alnifolia (Siebold et Zucc.) Decne.",11297,"GN","Nagasaki"
"Vitis ficifolia Bunge var. lobata Regel",675,"GN","Nagasaki"
"Staphylea bumalda DC.",5456,"GN","Nagasaki"
"Ficus erecta Thunb.",9780,"GN","Nagasaki"
"Castanopsis cuspidata (Thunb.) Schotlky",9755,"GN","Nagasaki"
"Canavalia lineata (Thunb.) DC.",11791,"GN","Nagasaki"
"Lysimachia sikokiana Miq.",4551,"GN","Nagasaki"
"Quercus dentata Thunb.",9723,"GN","Nagasaki"
"Farfugium japonicum (L.) Kitam.",4106,"GN","Nagasaki"
"Ilex integra Thunb.",5415,"GN","Nagasaki"
"Sanicula chinensis Bunge",5760,"GN","Nagasaki"
"Elaeocarpus sylvestris (Lour.) Poir.",5493,"GN","Nagasaki"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Nagasaki"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Nagasaki"
"Quercus variabilis Biume",9722,"GN","Nagasaki"
"Rumex japonicus Houtt.",9910,"GN","Nagasaki"
"Quercus aliena Blume",9731,"GN","Nagasaki"
"Ophiopogon jaburan (Siebold) Lodd.",29912,"BU","Nagasaki"
"Meliosma myriantha Sieb. et Zucc.",5406,"GN","Nagasaki"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Nagasaki"
"Abies firma Sieb. et Zucc.",3968,"BU","Nagasaki"
"Polygala japonica Houtt.",5362,"GN","Nagasaki"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Nagasaki"
"Ehretia acuminata R. Br. var. obovata Lindl.",448,"GN","Nagasaki"
"Sedum uniflorum Hook., et Arn. subsp. oryzifolium (Makino) H. Ohba",11029,"GN","Nagasaki"
"Plantago asiatica L.",5144,"GN","Nagasaki"
"Hedera rhombea (Miq.) Bean",5740,"GN","Nagasaki"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Nagasaki"
"Geranium nepalense Sweet",11856,"GN","Nagasaki"
"Marsdenia tomentosa Morr. et Decne.",4723,"GN","Nagasaki"
"Gnaphalium japonicum Thunb.",4271,"GN","Nagasaki"
"Centella asiatica (L.) Urb.",5759,"GN","Nagasaki"
"Rhamnus crenata Sieb. et Zucc.",5471,"GN","Nagasaki"
"Rubia cordifolia L.",4840,"GN","Nagasaki"
"Clethra barbinervis Sieb. & Zucc.",29824,"GN","Nagasaki"
"Quercus salicina Blume",9742,"GN","Nagasaki"
"Zelkova serrata (Thunb.) Makino",9762,"GN","Nagasaki"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Nagasaki"
"Illicium anisatum L.",10259,"BU","Nagasaki"
"Dendranthema indicum (L.) Des Moul.",4248,"GN","Nagasaki"
"Litsea japonica (Thunb.) Juss.",10296,"GN","Nagasaki"
"Pteridium aquilinum (L.) Kuhn",3400,"GN","Nagasaki"
"Eleutherococcus innovans (Sieb. et Zucc.) H. Ohba",5745,"GN","Nagasaki"
"Parthenocissus tricuspidata (Sieb. et Zucc.) Planch.",5488,"GN","Nagasaki"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Nagasaki"
"Rhododendron mucronulatum Turcz. var. ciliatum",282,"BU","Nagasaki"
"Lindera erythrocarpa Makino",10278,"GN","Nagasaki"
"Torreya nucifera (L.) Sieb. et Zucc.",4003,"GN","Nagasaki"
"Michelia compressa (Maxim.) Sarg.",10254,"GN","Nagasaki"
"Thelypteris acuminata (Houtt.) C. V. Morton",3748,"GN","Nagasaki"
"Cleyera japonica Thunb. var. japonica",10731,"GN","Nagasaki"
"Diplazium subsinuatum (N. Wall. ex Hook. et Grev.) Tagawa",3863,"GN","Nagasaki"
"Platycarya strobilacea Siebold et Zucc.",9575,"GN","Nagasaki"
"Sorbus commixta Hedl.",11291,"?","Nagasaki"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Nagasaki"
"Vitex rotundifolia L. f.",4896,"GN","Nagasaki"
"Actinidia arguta (Siebold et Zucc.) Planch. ex Miq. var. arguta",10709,"GN","Nagasaki"
"Ternstroemia gymnanthera (Wight et Arn.) Bedd.",10727,"GN","Nagasaki"
"Leibnitzia anandria (L.) Turcz.",4392,"GN","Nagasaki"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Nagasaki"
"Carpinus laxiflora (Siebold et Zucc.) Blume",9713,"GN","Nagasaki"
"Albizia julibrissin Durazz.",11594,"GN","Nagasaki"
"Zanthoxylum piperitum (L.) DC.",5338,"GN","Nagasaki"
"Distylium racemosum Siebold et Zucc.",10980,"GN","Nagasaki"
"Eupatorium makinoi Kawahara et Yahara var. oppositifolium Koidz.",202,"GN","Nagasaki"
"Disporum smilacinum A. Gray",29829,"GN","Nagasaki"
"Stephania japonica (Thunb.) Miers",10584,"GN","Nagasaki"
"Machilus thunbergii Siebold et Zucc. ex Meisn.",10300,"GN","Nagasaki"
"Pinus densiflora Sieb. et Zucc.",3986,"GN","Nagasaki"
"Lotus corniculatus L. subsp. japonicus (Regel) H. Ohashi",11679,"GN","Nagasaki"
"Stachyurus praecox Sieb. et Zucc. var. matsuzakii Nakai",717,"BU","Nagasaki"
"Quercus acuta Thunb.",9734,"GN","Nagasaki"
"Pittosporum tobira (Thunb.) W.T.Aiton",11238,"GN","Nagasaki"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Nagasaki"
"Dryopteris erythrosora (D. C. Eaton) Kuntze",3684,"GN","Nagasaki"
"Anodendron affine (Hook. et Arn.) Drude",4695,"GN","Nagasaki"
"Neolitsea sericea (Blume) Koidz. var. sericea",10306,"GN","Nagasaki"
"Cladium mariscus subsp. mariscus",21441,"GN","Nagasaki"
"Symplocos kuroki Nagamasu",4612,"BU","Nagasaki"
"Stauntonia hexaphylla (Thunb.) Decne.",10578,"GN","Nagasaki"
"Kerria japonica (L.) DC.",11510,"GN","Nagasaki"
"Xylosma japonicum (Thunb.) A. Gray",5570,"GN","Nagasaki"
"Phryma leptostachya L. var. oblongifolia Koidz.",499,"GN","Nagasaki"
"Actinidia polygama (Siebold et Zucc.) Planch. ex Maxim.",10711,"GN","Nagasaki"
"Glochidion obovatum Sieb. et Zucc.",5286,"GN","Nagasaki"
"Cinnamomum yabunikkei H. Ohba",10274,"GN","Nagasaki"
"Carpinus tschonoskii Maxim.",9712,"GN","Nagasaki"
"Aster spathulifolius Maxim.",4170,"GD","Nagasaki"
"Ajuga decumbens Thunb.",4925,"GN","Nagasaki"
"Ampelopsis glandulosa (Wall.) Momiy. var. hancei",682,"GN","Nagasaki"
"Podocarpus macrophyllus (Thunb.) D. Don",4000,"GN","Nagasaki"
"Elaeagnus glabra Thunb.",5554,"GN","Nagasaki"
"Caryopteris incana (Thunb. ex Houtt.) Miq.",4912,"GN","Nagasaki"
"Dichondra micrantha Urb.",4757,"GN","Nagasaki"
"Ardisia crenata Sims",4533,"GN","Nagasaki"
"Machilus japonica Siebold et Zucc. ex Meisn.",10298,"GN","Nagasaki"
"Crepidiastrum lanceolatum (Houtt.) Nakai",4033,"GN","Nagasaki"
"Zanthoxylum ailanthoides Sieb. et Zucc.",3177,"GN","Nagasaki"
"Damnacanthus indicus Gaertn. f.",4823,"GN","Nagasaki"
"Ilex rotunda Thunb.",5414,"GN","Nagasaki"
"Viburnum odoratissimum Ker-Gawl. var. awabuki K. Koch",575,"GN","Nagasaki"
"Deutzia scabra Thunb. var. scabra",11195,"BU","Nagasaki"
"Morus australis Poir. in Lam.",9799,"GN","Nagasaki"
"Sigesbeckia orientalis L.",3145,"GN","Fukuoka"
"Persicaria chinensis (L.) H.Gross",9989,"GN","Fukuoka"
"Litsea japonica (Thunb.) Juss.",10296,"GN","Yamaguchi"
"Litsea japonica (Thunb.) Juss.",10296,"GN","Fukuoka"
"Premna microphylla Turcz.",4897,"GN","Yamaguchi"
"Premna microphylla Turcz.",4897,"GN","Fukuoka"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Yamaguchi"
"Swida macrophylla (Wall.) Soj{a'}rk",5733,"GN","Fukuoka"
"Platycarya strobilacea Siebold et Zucc.",9575,"GN","Yamaguchi"
"Platycarya strobilacea Siebold et Zucc.",9575,"GN","Fukuoka"
"Boninia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto",626,"GN","Yamaguchi"
"Boninia albiflora (Hook.) Meisn. var. japonica Nakai ex Makino et Nemoto",626,"GN","Fukuoka"
"Rubus buergeri Miq.",11408,"GN","Yamaguchi"
"Rubus buergeri Miq.",11408,"GN","Fukuoka"
"Elaeagnus pungens Thunb.",5553,"GN","Yamaguchi"
"Elaeagnus pungens Thunb.",5553,"GN","Fukuoka"
"Camellia japonica L.",10714,"GN","Yamaguchi"
"Camellia japonica L.",10714,"GN","Fukuoka"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Yamaguchi"
"Paraixeris denticulata (Houtt.) Nakai",4052,"GN","Fukuoka"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Yamaguchi"
"Persicaria thunbergii (Siebold et Zucc.) H.Gross var. thunbergii",9976,"GN","Fukuoka"
"Wisteria brachybotrys Siebold et Zucc.",11648,"BU","Yamaguchi"
"Wisteria brachybotrys Siebold et Zucc.",11648,"BU","Fukuoka"
"Illicium anisatum L.",10259,"BU","Yamaguchi"
"Illicium anisatum L.",10259,"BU","Fukuoka"
"Carpinus tschonoskii Maxim.",9712,"GN","Yamaguchi"
"Carpinus tschonoskii Maxim.",9712,"GN","Fukuoka"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Yamaguchi"
"Cephalotaxus harringtonia (Knight ex Forbes) K. Koch",4002,"GN","Fukuoka"
"Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.",328,"GN","Yamaguchi"
"Lyonia ovalifolia (Wall.) Drude var. elliptica Sieb. et Zucc.",328,"GN","Fukuoka"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Yamaguchi"
"Miricacalia palmata (Thunb.) Maxim.",4132,"GN","Fukuoka"
"Menyanthes trifoliata L.",4683,"GN","Yamaguchi"
"Menyanthes trifoliata L.",4683,"GN","Fukuoka"
"Sedum uniflorum Hook., et Arn. subsp. oryzifolium (Makino) H. Ohba",11029,"GN","Yamaguchi"
"Sedum uniflorum Hook., et Arn. subsp. oryzifolium (Makino) H. Ohba",11029,"GN","Fukuoka"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Yamaguchi"
"Akebia quinata (Houtt.) Decne.",10579,"GN","Fukuoka"
"Aralia elata (Miq.) Seem.",5738,"GN","Yamaguchi"
"Aralia elata (Miq.) Seem.",5738,"GN","Fukuoka"
"Rubus parvifolius L.",11435,"GN","Yamaguchi"
"Rubus parvifolius L.",11435,"GN","Fukuoka"
"Smilax china L.",29794,"GN","Yamaguchi"
"Smilax china L.",29794,"GN","Fukuoka"
"Kadsura japonica (L.) Dunal",10258,"BU","Yamaguchi"
"Kadsura japonica (L.) Dunal",10258,"BU","Fukuoka"
"Callicarpa japonica Thunb.",4907,"GN","Yamaguchi"
"Callicarpa japonica Thunb.",4907,"GN","Fukuoka"
"Castanopsis cuspidata (Thunb.) Schotlky",9755,"GN","Yamaguchi"
"Castanopsis cuspidata (Thunb.) Schotlky",9755,"GN","Fukuoka"
"Pieris japonica (Thunb.) D. Don ex G. Don",4489,"BU","Yamaguchi"
"Pieris japonica (Thunb.) D. Don ex G. Don",4489,"BU","Fukuoka"
"Morus australis Poir. in Lam.",9799,"GN","Yamaguchi"
"Morus australis Poir. in Lam.",9799,"GN","Fukuoka"
"Eleutherococcus sciadophylloides (Franch. et Sav.) H. Ohashi",5746,"GN","Yamaguchi"
"Eleutherococcus sciadophylloides (Franch. et Sav.) H. Ohashi",5746,"GN","Fukuoka"
"Geranium nepalense Sweet",11856,"GN","Yamaguchi"
"Geranium nepalense Sweet",11856,"GN","Fukuoka"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Yamaguchi"
"Artemisia japonica Thunb. subsp. japonica",165,"GN","Fukuoka"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Yamaguchi"
"Symplocos prunifolia Sieb. et Zucc.",4604,"GN","Fukuoka"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Yamaguchi"
"Juniperus rigida Sieb. et Zucc.",3997,"GN","Fukuoka"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Yamaguchi"
"Dendropanax trifidus (Thunb.) Makino ex H. Hara",5743,"GN","Fukuoka"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Yamaguchi"
"Rosa multiflora Thunb. var. multiflora",11464,"GN","Fukuoka"
"Quercus variabilis Biume",9722,"GN","Yamaguchi"
"Quercus variabilis Biume",9722,"GN","Fukuoka"
"Hedyotis strigulosa Bartl. ex DC.",4806,"GN","Yamaguchi"
"Hedyotis strigulosa Bartl. ex DC.",4806,"GN","Fukuoka"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Yamaguchi"
"Deutzia crenata Siebold et Zucc. var. crenata",11185,"GN","Fukuoka"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Yamaguchi"
"Mallotus japonicus (Thunb. ex L. f.) M{uu}ll. Arg.",5295,"GN","Fukuoka"
"Clematis apiifolia DC.",10437,"GN","Yamaguchi"
"Clematis apiifolia DC.",10437,"GN","Fukuoka"
"Cynanchum caudatum (Miq.) Maxim.",4720,"GN","Yamaguchi"
"Cynanchum caudatum (Miq.) Maxim.",4720,"GN","Fukuoka"
"Oenanthe javanica (Blume) DC.",3235,"GN","Yamaguchi"
"Oenanthe javanica (Blume) DC.",3235,"GN","Fukuoka"
"Polygala japonica Houtt.",5362,"GN","Yamaguchi"
"Polygala japonica Houtt.",5362,"GN","Fukuoka"
"Thelypteris acuminata (Houtt.) C. V. Morton",3748,"GN","Yamaguchi"
"Thelypteris acuminata (Houtt.) C. V. Morton",3748,"GN","Fukuoka"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Yamaguchi"
"Calystegia soldanella (L.) Roem. et Schult.",4764,"GN","Fukuoka"
"Lithocarpus glabra (Thunb.) Nakai",9757,"GN","Yamaguchi"
"Lithocarpus glabra (Thunb.) Nakai",9757,"GN","Fukuoka"
"Stachyurus praecox Sieb. et Zucc. var. matsuzakii Nakai",717,"BU","Yamaguchi"
"Stachyurus praecox Sieb. et Zucc. var. matsuzakii Nakai",717,"BU","Fukuoka"
"Ixeris repens (L.) A. Gray",4036,"GN","Yamaguchi"
"Ixeris repens (L.) A. Gray",4036,"GN","Fukuoka"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Yamaguchi"
"Styrax japonicus Sieb. et Zucc.",4592,"GN","Fukuoka"
"Stellaria aquatica (L.) Scop.",10117,"GN","Yamaguchi"
"Stellaria aquatica (L.) Scop.",10117,"GN","Fukuoka"
"Quercus serrata Murray",9727,"GN","Yamaguchi"
"Quercus serrata Murray",9727,"GN","Fukuoka"
"Ardisia crenata Sims",4533,"GN","Yamaguchi"
"Ardisia crenata Sims",4533,"GN","Fukuoka"
"Rubia cordifolia L.",4840,"GN","Yamaguchi"
"Rubia cordifolia L.",4840,"GN","Fukuoka"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Yamaguchi"
"Daphniphyllum teijsmanii Zoll. ex Kurz",5330,"BU","Fukuoka"
"Plantago asiatica L.",5144,"GN","Yamaguchi"
"Plantago asiatica L.",5144,"GN","Fukuoka"
"Patrinia villosa (Thunb.) Juss.",5257,"GN","Yamaguchi"
